1;16; 0.0008831024169921875; positional;1;
2;22; 0.0012929439544677734; positional;1;
3;33; 0.0020682811737060547; positional;1;
4;80; 0.0048258304595947266; positional;1;
5;78; 0.005164146423339844; positional;1;
6;107; 0.006646156311035156; positional;1;
7;138; 0.00905299186706543; positional;1;
8;110; 0.007359027862548828; positional;1;
9;139; 0.010161161422729492; positional;1;
10;118; 0.009921073913574219; positional;1;
11;77; 0.008036136627197266; positional;1;
12;89; 0.009715080261230469; positional;1;
13;86; 0.009093999862670898; positional;1;
14;87; 0.009544849395751953; positional;1;
15;97; 0.010856866836547852; positional;1;
16;120; 0.013098001480102539; positional;1;
17;116; 0.013209104537963867; positional;1;
18;134; 0.014316082000732422; positional;1;
19;122; 0.013113021850585938; positional;1;
20;62; 0.007481098175048828; positional;1;
21;70; 0.007908105850219727; positional;1;
22;39; 0.004998922348022461; positional;1;
23;24; 0.00315093994140625; positional;1;
24;22; 0.002907991409301758; positional;1;
25;18; 0.0028328895568847656; positional;1;
26;22; 0.003567218780517578; positional;1;
27;19; 0.003170013427734375; positional;1;
28;19; 0.0037429332733154297; positional;1;
29;12; 0.002936124801635742; positional;1;
30;3; 0.001087188720703125; positional;1;
31;0; 0.0006289482116699219; positional;1;
