1;72; 0.0032682418823242188; mobility;2;
2;116; 0.00587010383605957; mobility;2;
3;433; 0.03171086311340332; mobility;2;
4;466; 0.031151771545410156; mobility;2;
5;548; 0.03792715072631836; mobility;2;
6;1963; 0.15390610694885254; mobility;2;
7;1841; 0.21323895454406738; mobility;2;
8;1840; 0.13138198852539062; mobility;2;
9;1226; 0.08720016479492188; mobility;2;
10;1429; 0.10516214370727539; mobility;2;
11;1208; 0.10259890556335449; mobility;2;
12;1681; 0.13695311546325684; mobility;2;
13;1971; 0.16039395332336426; mobility;2;
14;1471; 0.12746620178222656; mobility;2;
15;1682; 0.1502819061279297; mobility;2;
16;2003; 0.19005990028381348; mobility;2;
17;1838; 0.17908596992492676; mobility;2;
18;1895; 0.18658900260925293; mobility;2;
19;1734; 0.1928110122680664; mobility;2;
20;2090; 0.2203230857849121; mobility;2;
21;1380; 0.16364312171936035; mobility;2;
22;826; 0.09893202781677246; mobility;2;
23;491; 0.06403994560241699; mobility;2;
24;485; 0.06653189659118652; mobility;2;
25;315; 0.048278093338012695; mobility;2;
26;260; 0.04443693161010742; mobility;2;
27;151; 0.029819011688232422; mobility;2;
28;66; 0.01530599594116211; mobility;2;
29;14; 0.003995180130004883; mobility;2;
30;4; 0.0023801326751708984; mobility;2;
31;0; 0.0005152225494384766; mobility;2;
